pair_name,sample_index,sample_id,label,case_type,MMRL_pred,Bayes_pred,MMRL_conf,Bayes_conf,MMRL_entropy,Bayes_entropy,JS,sym_KL,L1,image_cosine,image_angle_deg,image_shift_norm,mc_image_shift_mean,mc_image_shift_std,mc_image_feature_var,Bayes_MI,Bayes_variation_ratio
case_B__VS__case_A,745,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g05_c01.jpg,19,MMRL_wrong_Bayes_correct,12,19,0.575937032699585,0.4469922184944153,1.1624469757080078,1.7500697374343872,0.12405159324407578,0.5614147186279297,0.8618951439857483,0.9122161865234375,24.186568547693337,0.4190079867839813,0.3742889165878296,0.024544933810830116,0.008932793512940407,0.10106170177459717,0.10000002384185791
case_B__VS__case_A,746,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g05_c02.jpg,19,both_correct,19,19,0.9778209924697876,0.9978373646736145,0.13800469040870667,0.01920284517109394,0.005149897653609514,0.027457810938358307,0.040042392909526825,0.9225517511367798,22.697971553499677,0.3935689926147461,0.35628563165664673,0.019531380385160446,0.008675085380673409,0.0005923081189393997,0.0
case_B__VS__case_A,747,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g05_c03.jpg,19,both_correct,19,19,0.6646165251731873,0.5509346127510071,1.299932837486267,1.7460211515426636,0.035977836698293686,0.15819677710533142,0.3453831076622009,0.950835645198822,18.040907439870207,0.31357404589653015,0.28650617599487305,0.020421013236045837,0.008502480573952198,0.07803487777709961,0.0
case_B__VS__case_A,748,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g05_c04.jpg,19,both_correct,19,19,0.9842274785041809,0.974040150642395,0.08762650191783905,0.12867657840251923,0.0006948640802875161,0.0028143778908997774,0.020614562556147575,0.9356339573860168,20.669192323911854,0.35879284143447876,0.3276488482952118,0.014315791428089142,0.008205707184970379,0.004993125796318054,0.0
case_B__VS__case_A,749,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g05_c05.jpg,19,both_correct,19,19,0.9992285966873169,0.9992529153823853,0.007197535131126642,0.006876763887703419,1.0410749382572249e-05,4.805672506336123e-05,0.00015845667803660035,0.9478970766067505,18.576873298321278,0.32280948758125305,0.2885655164718628,0.015764562413096428,0.007785232271999121,0.00015671877190470695,0.0
case_B__VS__case_A,750,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g06_c01.jpg,19,both_correct,19,19,0.9675905108451843,0.9943578839302063,0.17464062571525574,0.038514144718647,0.005464248359203339,0.026444442570209503,0.05353478342294693,0.9537060856819153,17.502070085711157,0.30428245663642883,0.28486397862434387,0.015095759183168411,0.006619252264499664,0.0011253394186496735,0.0
case_B__VS__case_A,751,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g06_c02.jpg,19,both_correct,19,19,0.9690900444984436,0.9923840761184692,0.18193404376506805,0.05202309787273407,0.004518748261034489,0.02243238128721714,0.04659008979797363,0.9643619060516357,15.342395037699848,0.26697662472724915,0.24586525559425354,0.013266858644783497,0.006098702549934387,0.0016720816493034363,0.0
case_B__VS__case_A,752,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g06_c03.jpg,19,both_correct,19,19,0.8291414380073547,0.9668947458267212,0.6622495055198669,0.17101949453353882,0.03001675382256508,0.15116587281227112,0.2755064368247986,0.9609947800636292,16.05538951444817,0.27930372953414917,0.264024555683136,0.01383909396827221,0.007495450787246227,0.004744216799736023,0.0
case_B__VS__case_A,753,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g06_c04.jpg,19,both_correct,19,19,0.5137905478477478,0.8720027208328247,1.1296745538711548,0.45208778977394104,0.08293488621711731,0.37411803007125854,0.7164243459701538,0.949754536151886,18.2398595928565,0.31700336933135986,0.29083386063575745,0.017893701791763306,0.007164846174418926,0.012828677892684937,0.0
case_B__VS__case_A,754,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g06_c05.jpg,19,both_correct,19,19,0.9230508804321289,0.9343072175979614,0.3516814410686493,0.27585726976394653,0.0026810343842953444,0.014511838555335999,0.02361067198216915,0.9599483609199524,16.270768160227714,0.28302574157714844,0.2606070935726166,0.011808172799646854,0.005822015460580587,0.007920265197753906,0.0
case_B__VS__case_A,755,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c01.jpg,19,both_correct,19,19,0.9950661659240723,0.9976587295532227,0.03847484663128853,0.019701926037669182,0.00034443946788087487,0.0014588180929422379,0.005326153244823217,0.9571071267127991,16.84204790763052,0.292892187833786,0.26955345273017883,0.011600102297961712,0.007173908408731222,0.0004071388393640518,0.0
case_B__VS__case_A,756,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c02.jpg,19,both_correct,19,19,0.9878259301185608,0.9954746961593628,0.07928627729415894,0.03259528428316116,0.0010825967183336616,0.0047406163066625595,0.015299934893846512,0.9466544389724731,18.79907922672395,0.32663649320602417,0.2999036908149719,0.01628832332789898,0.007178003899753094,0.0005432702600955963,0.0
case_B__VS__case_A,757,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c03.jpg,19,both_correct,19,19,0.992775559425354,0.9970308542251587,0.05487171933054924,0.02484923228621483,0.0005027139559388161,0.0021507474593818188,0.008515814319252968,0.9534859657287598,17.54395786866416,0.30500471591949463,0.282587468624115,0.01187405176460743,0.007876169867813587,0.000517532229423523,0.0
case_B__VS__case_A,758,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c04.jpg,19,both_correct,19,19,0.7804356813430786,0.7735190391540527,0.872904896736145,0.8668960928916931,0.003597663249820471,0.015082908794283867,0.07126197218894958,0.9455825090408325,18.98874533180807,0.32990139722824097,0.30686649680137634,0.01584683544933796,0.007886379957199097,0.04749041795730591,0.0
case_B__VS__case_A,759,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c05.jpg,19,both_correct,19,19,0.9160994291305542,0.9620776176452637,0.3500817120075226,0.19997671246528625,0.009782791137695312,0.042456451803445816,0.10708744823932648,0.9462184309959412,18.87644753493568,0.3279685080051422,0.29862651228904724,0.017170343548059464,0.00842958502471447,0.006925374269485474,0.0
case_B__VS__case_A,760,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Brushing_Teeth/v_BrushingTeeth_g07_c06.jpg,19,both_correct,19,19,0.977128803730011,0.955876350402832,0.12016256898641586,0.18943536281585693,0.002203089650720358,0.00901934877038002,0.04472795128822327,0.9541270136833191,17.421697847033762,0.3028961420059204,0.28346818685531616,0.023907233029603958,0.00835939310491085,0.005001917481422424,0.0
case_B__VS__case_A,761,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g01_c01.jpg,20,MMRL_wrong_Bayes_correct,69,20,0.5637922286987305,0.8560393452644348,0.9774764776229858,0.5655268430709839,0.15017390251159668,0.6566885709762573,1.0184578895568848,0.9686315655708313,14.388843847690579,0.25047338008880615,0.24092693626880646,0.010876988060772419,0.0056385500356554985,0.021379709243774414,0.0
case_B__VS__case_A,762,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g01_c02.jpg,20,both_correct,20,20,0.6624273061752319,0.925886332988739,0.9642168283462524,0.3428271412849426,0.05820837616920471,0.2546840310096741,0.5271705985069275,0.97574383020401,12.64534062832956,0.22025524079799652,0.2146637737751007,0.010907924734055996,0.005347506143152714,0.013465553522109985,0.0
case_B__VS__case_A,763,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g01_c03.jpg,20,both_correct,20,20,0.6376234292984009,0.6876841187477112,1.025026798248291,0.8479648232460022,0.007202109321951866,0.030359864234924316,0.13148976862430573,0.9736053943634033,13.193351345004803,0.22975894808769226,0.215863436460495,0.010346255265176296,0.005817179102450609,0.033503949642181396,0.050000011920928955
case_B__VS__case_A,764,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g01_c04.jpg,20,both_correct,20,20,0.7216354608535767,0.8666068315505981,0.871630847454071,0.5560436248779297,0.023429766297340393,0.09875008463859558,0.31770291924476624,0.9712413549423218,13.774257012166156,0.23982740938663483,0.23242278397083282,0.012546042911708355,0.0053099081851542,0.023446261882781982,0.0
case_B__VS__case_A,765,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g01_c05.jpg,20,both_correct,20,20,0.621130108833313,0.8550947308540344,0.9602593779563904,0.5427610874176025,0.03964895009994507,0.16530966758728027,0.4762948751449585,0.974725604057312,12.909130813981813,0.2248309701681137,0.21608492732048035,0.008916100487112999,0.005317944101989269,0.022760510444641113,0.0
case_B__VS__case_A,766,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g02_c01.jpg,20,both_correct,20,20,0.9933449029922485,0.9955164194107056,0.05495550483465195,0.03627710044384003,0.0006874826503917575,0.0031925751827657223,0.006182286888360977,0.9605472683906555,16.14784055826094,0.28090113401412964,0.26951929926872253,0.011073566973209381,0.006364937871694565,0.0020375140011310577,0.0
case_B__VS__case_A,767,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g02_c02.jpg,20,both_correct,20,20,0.9356198906898499,0.9928274154663086,0.3448421061038971,0.0592472217977047,0.015703754499554634,0.08352971076965332,0.11500945687294006,0.9606202244758606,16.132803813440244,0.28064101934432983,0.2733633816242218,0.009239863604307175,0.007389484439045191,0.004231039434671402,0.0
case_B__VS__case_A,768,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g02_c03.jpg,20,both_correct,20,20,0.9978615641593933,0.9982560276985168,0.019400548189878464,0.01597224548459053,4.010272095911205e-05,0.000169263148563914,0.0009393037762492895,0.9726248979568481,13.43727643658696,0.23398743569850922,0.23108863830566406,0.013452158309519291,0.005851774476468563,0.0005990881472826004,0.0
case_B__VS__case_A,769,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g02_c04.jpg,20,both_correct,20,20,0.9988518953323364,0.9986421465873718,0.011252660304307938,0.013241403736174107,8.201110904337838e-05,0.00034569407580420375,0.0010093357414007187,0.9762405157089233,12.514681172723131,0.2179890275001526,0.21571800112724304,0.015084105543792248,0.005920823197811842,0.00054185651242733,0.0
case_B__VS__case_A,770,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c01.jpg,20,both_correct,20,20,0.9969266057014465,0.9968965649604797,0.026227567344903946,0.024873564019799232,0.00019146855629514903,0.000836021441500634,0.00176257046405226,0.9753216505050659,12.755365078062757,0.22216370701789856,0.20955006778240204,0.009842758998274803,0.003167970571666956,0.0006399005651473999,0.0
case_B__VS__case_A,771,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c02.jpg,20,both_correct,20,20,0.9980384707450867,0.9976906776428223,0.017322907224297523,0.01859266869723797,0.00014213458052836359,0.0006240525981411338,0.0016223550774157047,0.9720404744148254,13.580621503205654,0.23647217452526093,0.21971456706523895,0.007200509775429964,0.0036035298835486174,0.00033863820135593414,0.0
case_B__VS__case_A,772,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c03.jpg,20,both_correct,20,20,0.9969086050987244,0.9905183911323547,0.025898711755871773,0.06502550840377808,0.0011587566696107388,0.005113855469971895,0.013388737104833126,0.9738621711730957,13.12873585178878,0.22863878309726715,0.213802307844162,0.009339350275695324,0.0033632293343544006,0.001636788249015808,0.0
case_B__VS__case_A,773,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c04.jpg,20,both_correct,20,20,0.9971824884414673,0.9973462820053101,0.023030197247862816,0.020968522876501083,0.00016652679187245667,0.0007200465770438313,0.001648223609663546,0.9737246632575989,13.163377189623956,0.22923967242240906,0.2150014340877533,0.009316038340330124,0.003657448338344693,0.0003448929637670517,0.0
case_B__VS__case_A,774,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c05.jpg,20,both_correct,20,20,0.9972422122955322,0.9951604604721069,0.023772574961185455,0.03584896773099899,0.00037249113665893674,0.0015583009226247668,0.005281298421323299,0.9752556681632996,12.772476536007074,0.22246050834655762,0.20838411152362823,0.009841554798185825,0.003204780863597989,0.0007575452327728271,0.0
case_B__VS__case_A,775,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g03_c06.jpg,20,both_correct,20,20,0.987788736820221,0.9879291653633118,0.08048833161592484,0.07792501151561737,0.00043985998490825295,0.0018416066886857152,0.005400381051003933,0.9765122532844543,12.442625844683908,0.2167389839887619,0.20204079151153564,0.009847540408372879,0.0035289067309349775,0.0015834569931030273,0.0
case_B__VS__case_A,776,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g04_c01.jpg,20,both_correct,20,20,0.9285137057304382,0.8314319849014282,0.3371732831001282,0.5754103660583496,0.013525348156690598,0.056365516036748886,0.19749855995178223,0.9706110954284668,13.925112969058663,0.24244186282157898,0.229761004447937,0.013486516661942005,0.00616278825327754,0.03009861707687378,0.0
case_B__VS__case_A,777,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g04_c02.jpg,20,both_correct,20,20,0.927889883518219,0.789666473865509,0.337543785572052,0.6614574193954468,0.023837516084313393,0.10090188682079315,0.2825249135494232,0.9592111110687256,16.42086126393208,0.2856186628341675,0.2681290805339813,0.015103652141988277,0.006510040257126093,0.03364253044128418,0.0
case_B__VS__case_A,778,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g04_c03.jpg,20,both_correct,20,20,0.8256305456161499,0.7271522283554077,0.6497751474380493,0.7506101131439209,0.012518959119915962,0.05102222412824631,0.23141321539878845,0.9540984630584717,17.427160673142936,0.302990198135376,0.2878096401691437,0.01401832327246666,0.00628263782709837,0.0405614972114563,0.0
case_B__VS__case_A,779,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g04_c04.jpg,20,both_correct,20,20,0.7988678216934204,0.687475323677063,0.7594563961029053,0.904324471950531,0.02373281493782997,0.09802757203578949,0.31461530923843384,0.9626531004905701,15.70818064729234,0.2733018398284912,0.25713151693344116,0.014437420293688774,0.007078574039041996,0.048454999923706055,0.050000011920928955
case_B__VS__case_A,780,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g04_c05.jpg,20,both_correct,20,20,0.9043086171150208,0.7311885952949524,0.4076615869998932,0.7488182187080383,0.02795114368200302,0.11707527935504913,0.347491592168808,0.9637888669967651,15.465999781260429,0.2691138684749603,0.25850388407707214,0.01348028238862753,0.006170750595629215,0.03823179006576538,0.0
case_B__VS__case_A,781,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g05_c01.jpg,20,both_correct,20,20,0.9925087094306946,0.9967108964920044,0.05560343340039253,0.027302583679556847,0.000771618855651468,0.003392841201275587,0.00871150940656662,0.9806682467460632,11.284319764312984,0.19663038849830627,0.18722416460514069,0.012223863042891026,0.004082746338099241,0.0005840808153152466,0.0
case_B__VS__case_A,782,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g05_c02.jpg,20,both_correct,20,20,0.9974138140678406,0.9971359968185425,0.022759301587939262,0.023523710668087006,0.0002445465070195496,0.0010573910549283028,0.0021901794243603945,0.9791775345802307,11.712785461838271,0.20407159626483917,0.19624492526054382,0.009973793290555477,0.004063802305608988,0.0006160996854305267,0.0
case_B__VS__case_A,783,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g05_c03.jpg,20,both_correct,20,20,0.9991139769554138,0.9957685470581055,0.008704964071512222,0.03241569548845291,0.0006918599829077721,0.0032375440932810307,0.006701567675918341,0.9728174805641174,13.389710637868223,0.23316287994384766,0.21751148998737335,0.014440570026636124,0.004934445023536682,0.0007219426333904266,0.0
case_B__VS__case_A,784,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g05_c04.jpg,20,both_correct,20,20,0.9970675110816956,0.9943822622299194,0.023431794717907906,0.039375513792037964,0.0003089554375037551,0.0012787810992449522,0.005748267751187086,0.9699676036834717,14.077500990994542,0.24508149921894073,0.2337075024843216,0.01430912408977747,0.004925818182528019,0.000972360372543335,0.0
case_B__VS__case_A,785,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g06_c01.jpg,20,both_correct,20,20,0.813167154788971,0.853733241558075,0.6360131502151489,0.531434178352356,0.0020942611154168844,0.008852703496813774,0.08333533257246017,0.9646206498146057,15.286264311540819,0.26600563526153564,0.24847349524497986,0.014731017872691154,0.005377745721489191,0.025011777877807617,0.0
case_B__VS__case_A,786,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g06_c02.jpg,20,both_correct,20,20,0.9703180193901062,0.9468186497688293,0.18024849891662598,0.2753622233867645,0.0035919491201639175,0.015014814212918282,0.055170223116874695,0.9618342518806458,15.880550469109606,0.2762821316719055,0.2531026005744934,0.0197103563696146,0.006205498706549406,0.010130494832992554,0.0
case_B__VS__case_A,787,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g06_c03.jpg,20,both_correct,20,20,0.9096305966377258,0.8910072445869446,0.3491925597190857,0.393724262714386,0.0010117286583408713,0.00418307026848197,0.04130743443965912,0.945074200630188,19.078049874395617,0.3314386308193207,0.3104252815246582,0.016206644475460052,0.005527524743229151,0.019698023796081543,0.0
case_B__VS__case_A,788,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g06_c04.jpg,20,both_correct,20,20,0.9379976987838745,0.9448195695877075,0.2819784879684448,0.25757330656051636,0.0004230995546095073,0.0017817321931943297,0.01650337688624859,0.9678933620452881,14.558074061636137,0.2534034550189972,0.24384824931621552,0.010556848719716072,0.005659579299390316,0.007856741547584534,0.0
case_B__VS__case_A,789,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g07_c01.jpg,20,both_correct,20,20,0.9966044425964355,0.9875165820121765,0.027524909004569054,0.07755637168884277,0.0017550454940646887,0.007783322595059872,0.01894241012632847,0.9722816348075867,13.521651378619074,0.23545017838478088,0.2173420488834381,0.00842138472944498,0.00366663234308362,0.0016794204711914062,0.0
case_B__VS__case_A,790,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g07_c02.jpg,20,both_correct,20,20,0.9940569400787354,0.9859951138496399,0.04631549119949341,0.08939429372549057,0.0012548307422548532,0.005311872810125351,0.01749027520418167,0.9717609882354736,13.648650531381177,0.2376514971256256,0.22376558184623718,0.011942201294004917,0.0036373541224747896,0.0022849738597869873,0.0
case_B__VS__case_A,791,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g07_c03.jpg,20,both_correct,20,20,0.9927364587783813,0.991899311542511,0.05238942429423332,0.054880138486623764,0.0003424450405873358,0.0014961764682084322,0.003723722416907549,0.9699240922927856,14.087746799660023,0.24525943398475647,0.22976858913898468,0.012903249822556973,0.0033696822356432676,0.0010720379650592804,0.0
case_B__VS__case_A,792,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g07_c04.jpg,20,both_correct,20,20,0.9956824779510498,0.9908205270767212,0.03556803986430168,0.06177897751331329,0.0009179606568068266,0.00394404074177146,0.011271698400378227,0.97303307056427,13.336264693269134,0.23223647475242615,0.2144927680492401,0.012104029767215252,0.0034692897461354733,0.001424107700586319,0.0
case_B__VS__case_A,793,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Clean_And_Jerk/v_CleanAndJerk_g07_c05.jpg,20,both_correct,20,20,0.9983528852462769,0.9896982312202454,0.014144331216812134,0.06501487642526627,0.0018381660338491201,0.008479836396872997,0.01740662008523941,0.9775547385215759,12.162298255979433,0.2118745744228363,0.19832122325897217,0.0075079514645040035,0.0033730571158230305,0.0015768036246299744,0.0
case_B__VS__case_A,794,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c01.jpg,21,both_correct,21,21,0.8802174925804138,0.9740200042724609,0.4222428798675537,0.1330273300409317,0.01828679069876671,0.08221025764942169,0.18856553733348846,0.9487562775611877,18.421721437685886,0.32013675570487976,0.296745628118515,0.014130860567092896,0.01117657870054245,0.00787527859210968,0.0
case_B__VS__case_A,795,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c02.jpg,21,both_wrong,74,85,0.269222229719162,0.4359574317932129,2.194021701812744,2.09722900390625,0.13639706373214722,0.6540988683700562,0.8756306767463684,0.9349668025970459,20.77721765270127,0.36064741015434265,0.3382316827774048,0.020358363166451454,0.015612110495567322,0.19411027431488037,0.1499999761581421
case_B__VS__case_A,796,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c03.jpg,21,both_correct,21,21,0.9190245270729065,0.9681788682937622,0.3926546573638916,0.1977238804101944,0.011281553655862808,0.05111467465758324,0.11022225022315979,0.9577935934066772,16.705761588227,0.2905391454696655,0.2847525477409363,0.014574859291315079,0.010709410533308983,0.010329708456993103,0.0
case_B__VS__case_A,797,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c04.jpg,21,MMRL_wrong_Bayes_correct,36,21,0.6172477602958679,0.38938724994659424,1.068647027015686,1.696624994277954,0.21139457821846008,0.9855953454971313,1.0774801969528198,0.9393674731254578,20.054398331439486,0.34823164343833923,0.33096253871917725,0.02232268825173378,0.01164933294057846,0.21884775161743164,0.3500000238418579
case_B__VS__case_A,798,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c05.jpg,21,both_correct,21,21,0.42461881041526794,0.8537724614143372,1.6419416666030884,0.6963632106781006,0.1173340231180191,0.5188405513763428,0.8796171545982361,0.9474676847457886,18.653944882281852,0.32413697242736816,0.30419057607650757,0.017754657194018364,0.011811429634690285,0.05830967426300049,0.0
case_B__VS__case_A,799,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g01_c06.jpg,21,both_correct,21,21,0.3640424907207489,0.583770215511322,1.6492459774017334,1.3586766719818115,0.05711152404546738,0.2427423596382141,0.5683213472366333,0.9470255970954895,18.732975688278994,0.325498104095459,0.31137537956237793,0.019298607483506203,0.011529547162353992,0.14595210552215576,0.10000002384185791
case_B__VS__case_A,800,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g02_c01.jpg,21,both_wrong,25,25,0.6121171712875366,0.7283889651298523,1.2806628942489624,0.9454702138900757,0.034985318779945374,0.16988620162010193,0.3386181592941284,0.9413057565689087,19.727989817175548,0.3426201343536377,0.31783658266067505,0.013131565414369106,0.011889105662703514,0.09032273292541504,0.0
case_B__VS__case_A,801,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g02_c02.jpg,21,MMRL_wrong_Bayes_correct,25,21,0.5003814697265625,0.553309977054596,1.0539497137069702,1.2401123046875,0.077214315533638,0.3470064401626587,0.6321795582771301,0.9459492564201355,18.924059572397642,0.3287881016731262,0.32151728868484497,0.017896126955747604,0.012056020088493824,0.12611782550811768,0.1499999761581421
case_B__VS__case_A,802,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g02_c03.jpg,21,both_wrong,98,98,0.40599969029426575,0.26339802145957947,1.8413007259368896,2.4440650939941406,0.13605636358261108,0.6116292476654053,0.8905205130577087,0.9404883980751038,19.86626111082152,0.3449973165988922,0.3228081166744232,0.018911056220531464,0.010018473491072655,0.2333693504333496,0.6000000238418579
case_B__VS__case_A,803,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g02_c04.jpg,21,both_wrong,25,25,0.6570560336112976,0.8182289004325867,0.8634434938430786,0.6632750630378723,0.025324411690235138,0.10485900938510895,0.34996458888053894,0.9611238837242126,16.02862161636528,0.2788408100605011,0.2714356780052185,0.012638404965400696,0.009097965434193611,0.057034432888031006,0.050000011920928955
case_B__VS__case_A,804,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g03_c01.jpg,21,both_correct,21,21,0.9785298705101013,0.9808246493339539,0.12870833277702332,0.11594777554273605,0.005608847364783287,0.026419054716825485,0.028662551194429398,0.9584287405014038,16.578694750314323,0.2883450388908386,0.2699689269065857,0.01477222889661789,0.007574291434139013,0.008326448500156403,0.0
case_B__VS__case_A,805,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g03_c02.jpg,21,both_correct,21,21,0.9959034323692322,0.9976850748062134,0.029556840658187866,0.01882958598434925,0.0001822191261453554,0.0007505570538341999,0.0037561424542218447,0.9417262077331543,19.656499076865803,0.3413909673690796,0.3126407563686371,0.01712731085717678,0.009923054836690426,0.0009095296263694763,0.0
case_B__VS__case_A,806,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cliff_Diving/v_CliffDiving_g03_c03.jpg,21,both_correct,21,21,0.9508684277534485,0.9538814425468445,0.26066094636917114,0.26054173707962036,0.004016020335257053,0.01766587421298027,0.03554411605000496,0.9426454305648804,19.499323803827263,0.3386874198913574,0.31551846861839294,0.01339341327548027,0.010944709181785583,0.016605675220489502,0.0
