pair_name,feature,sample_index,sample_id,label,case_type,mc_feature_dev_mean,mc_feature_dev_std,mc_feature_cos_to_mc_mean,mc_mean_dist_to_posterior_mean,mc_mean_cos_to_posterior_mean,mc_mean_dist_to_MMRL,mc_mean_cos_to_MMRL
case_B__VS__case_A,features_img,903,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g05_c07.jpg,23,both_correct,0.08647957444190979,0.016943572089076042,0.9961094856262207,0.05282330885529518,0.9986069798469543,0.23853649199008942,0.9714467525482178
case_B__VS__case_A,features_img,904,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c01.jpg,23,both_correct,0.10725615918636322,0.017250731587409973,0.9940818548202515,0.06937234848737717,0.9975971579551697,0.2786555886268616,0.9609620571136475
case_B__VS__case_A,features_img,905,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c02.jpg,23,both_correct,0.10108177363872528,0.016277525573968887,0.9947449564933777,0.06316643208265305,0.9980083703994751,0.2895625829696655,0.9578691720962524
case_B__VS__case_A,features_img,906,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c03.jpg,23,both_correct,0.10087983310222626,0.023830406367778778,0.9946132898330688,0.06061909720301628,0.9981673359870911,0.2609221637248993,0.9657900333404541
case_B__VS__case_A,features_img,907,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c04.jpg,23,both_correct,0.10743580758571625,0.021653179079294205,0.9939762353897095,0.06078043207526207,0.9981599450111389,0.24923282861709595,0.9687715172767639
case_B__VS__case_A,features_img,908,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c05.jpg,23,both_correct,0.08764779567718506,0.019131068140268326,0.9959677457809448,0.051370538771152496,0.9986832737922668,0.21860739588737488,0.9760168790817261
case_B__VS__case_A,features_img,909,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c06.jpg,23,both_correct,0.10080845654010773,0.02735748142004013,0.9945296049118042,0.0629955530166626,0.9980198740959167,0.23140615224838257,0.9730933308601379
case_B__VS__case_A,features_img,910,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g06_c07.jpg,23,both_correct,0.11001521348953247,0.0219479538500309,0.9936875104904175,0.06090535968542099,0.9981533288955688,0.2752685844898224,0.9618929624557495
case_B__VS__case_A,features_img,911,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c01.jpg,23,both_wrong,0.07804536819458008,0.01609594188630581,0.9968198537826538,0.054339803755283356,0.998524010181427,0.231682687997818,0.973081111907959
case_B__VS__case_A,features_img,912,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c02.jpg,23,both_correct,0.11222141981124878,0.021936461329460144,0.9934412240982056,0.07494797557592392,0.9971945881843567,0.29068851470947266,0.9574928879737854
case_B__VS__case_A,features_img,913,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c03.jpg,23,both_correct,0.08189660310745239,0.015033951960504055,0.996527373790741,0.06136471405625343,0.9981167912483215,0.22926971316337585,0.9736321568489075
case_B__VS__case_A,features_img,914,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c04.jpg,23,both_correct,0.09408550709486008,0.018166007474064827,0.9953983426094055,0.05692266300320625,0.998383104801178,0.23921900987625122,0.9712655544281006
case_B__VS__case_A,features_img,915,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c05.jpg,23,both_correct,0.08954591304063797,0.017586586996912956,0.9958275556564331,0.06936684250831604,0.9975928664207458,0.2512581944465637,0.9683113098144531
case_B__VS__case_A,features_img,916,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c06.jpg,23,both_wrong,0.10981093347072601,0.02156977169215679,0.9937185049057007,0.05821340158581734,0.9983147382736206,0.22541533410549164,0.9744531512260437
case_B__VS__case_A,features_img,917,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cricket_Shot/v_CricketShot_g07_c07.jpg,23,both_correct,0.10086564719676971,0.017482230439782143,0.9947463870048523,0.060647957026958466,0.9981653094291687,0.241191104054451,0.9707736968994141
case_B__VS__case_A,features_img,918,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g01_c01.jpg,24,both_correct,0.08864490687847137,0.010648893192410469,0.9960063695907593,0.0520038977265358,0.9986504316329956,0.2721954882144928,0.9628142714500427
case_B__VS__case_A,features_img,919,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g01_c02.jpg,24,both_correct,0.09027943760156631,0.0104645024985075,0.9958616495132446,0.04917648434638977,0.9987943768501282,0.24142815172672272,0.9707438349723816
case_B__VS__case_A,features_img,920,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g01_c03.jpg,24,both_correct,0.09120048582553864,0.011212307959794998,0.9957695007324219,0.07050302624702454,0.9975132346153259,0.28268882632255554,0.9598827958106995
case_B__VS__case_A,features_img,921,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g01_c04.jpg,24,both_correct,0.1025981679558754,0.020085768774151802,0.9945200681686401,0.07512813061475754,0.9971775412559509,0.28217974305152893,0.9599829912185669
case_B__VS__case_A,features_img,922,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g01_c05.jpg,24,both_wrong,0.12086746841669083,0.01709069311618805,0.9925214648246765,0.07785513252019882,0.9969746470451355,0.3446894884109497,0.9401752352714539
case_B__VS__case_A,features_img,923,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g02_c01.jpg,24,both_correct,0.07446946203708649,0.008676491677761078,0.9971855282783508,0.04386449605226517,0.9990392923355103,0.20709016919136047,0.978500247001648
case_B__VS__case_A,features_img,924,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g02_c02.jpg,24,both_correct,0.0773327425122261,0.007709766272455454,0.9969755411148071,0.05279332399368286,0.9986067414283752,0.2196417897939682,0.9758101105690002
case_B__VS__case_A,features_img,925,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g02_c03.jpg,24,both_correct,0.0832626223564148,0.008458264172077179,0.9964917898178101,0.05478515848517418,0.9985002875328064,0.24542415142059326,0.9697836637496948
case_B__VS__case_A,features_img,926,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g02_c04.jpg,24,both_correct,0.07948924601078033,0.011136997491121292,0.9967734217643738,0.04920240864157677,0.9987908601760864,0.22491216659545898,0.97463059425354
case_B__VS__case_A,features_img,927,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g03_c01.jpg,24,both_correct,0.08870004862546921,0.011390197090804577,0.9959933161735535,0.057175084948539734,0.9983671307563782,0.25673434138298035,0.9669193029403687
case_B__VS__case_A,features_img,928,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g03_c02.jpg,24,both_correct,0.09581558406352997,0.012898150831460953,0.995315670967102,0.05766557157039642,0.9983406662940979,0.2507288455963135,0.9684306979179382
case_B__VS__case_A,features_img,929,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g03_c03.jpg,24,both_correct,0.09588704258203506,0.011490272358059883,0.9953258633613586,0.05625724792480469,0.9984211921691895,0.22712965309619904,0.97409588098526
case_B__VS__case_A,features_img,930,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g03_c04.jpg,24,both_correct,0.09231653064489365,0.011862669140100479,0.9956592321395874,0.05098962038755417,0.9987039566040039,0.226944237947464,0.9741453528404236
case_B__VS__case_A,features_img,931,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g04_c01.jpg,24,both_correct,0.08493439853191376,0.011558560654520988,0.9963194131851196,0.05241863429546356,0.9986279010772705,0.23656564950942993,0.9719217419624329
case_B__VS__case_A,features_img,932,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g04_c02.jpg,24,MMRL_wrong_Bayes_correct,0.12318132072687149,0.02064630761742592,0.9921694993972778,0.07994336634874344,0.9968103170394897,0.30724623799324036,0.9524581432342529
case_B__VS__case_A,features_img,933,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g04_c03.jpg,24,both_correct,0.09567590057849884,0.011565892025828362,0.9953452944755554,0.06921278685331345,0.997604489326477,0.26805615425109863,0.9639159440994263
case_B__VS__case_A,features_img,934,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g04_c04.jpg,24,both_correct,0.07893680781126022,0.010367619805037975,0.9968258142471313,0.057633623480796814,0.9983389973640442,0.2662948668003082,0.9644356369972229
case_B__VS__case_A,features_img,935,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g04_c05.jpg,24,both_correct,0.10097770392894745,0.01830441504716873,0.9947202801704407,0.07173324376344681,0.9974276423454285,0.26358678936958313,0.9650907516479492
case_B__VS__case_A,features_img,936,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c01.jpg,24,both_correct,0.09217896312475204,0.010704219341278076,0.9956849217414856,0.056838687509298325,0.9983869791030884,0.30025431513786316,0.9547375440597534
case_B__VS__case_A,features_img,937,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c02.jpg,24,both_correct,0.10101328790187836,0.014381887391209602,0.9947811961174011,0.06129530444741249,0.998125433921814,0.2981429398059845,0.9553359150886536
case_B__VS__case_A,features_img,938,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c03.jpg,24,both_correct,0.09787331521511078,0.011084094643592834,0.9951370358467102,0.059068720787763596,0.9982588291168213,0.2919993996620178,0.9571717977523804
case_B__VS__case_A,features_img,939,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c04.jpg,24,both_correct,0.09437832981348038,0.009314291179180145,0.9954928159713745,0.05553795397281647,0.9984610080718994,0.28365352749824524,0.9595983624458313
case_B__VS__case_A,features_img,940,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c05.jpg,24,both_correct,0.10644574463367462,0.015332343056797981,0.9942002296447754,0.06958109140396118,0.9975820779800415,0.30460235476493835,0.9533549547195435
case_B__VS__case_A,features_img,941,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g05_c06.jpg,24,both_correct,0.09801242500543594,0.011407598853111267,0.9951197504997253,0.06471625715494156,0.9979075789451599,0.28546974062919617,0.9590657949447632
case_B__VS__case_A,features_img,942,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g06_c01.jpg,24,both_correct,0.08715301752090454,0.013835237361490726,0.9960988163948059,0.05382305756211281,0.9985535144805908,0.23374958336353302,0.972581148147583
case_B__VS__case_A,features_img,943,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g06_c02.jpg,24,both_correct,0.08266757428646088,0.008347020484507084,0.9965421557426453,0.055813517421483994,0.9984430074691772,0.2492840439081192,0.9688270092010498
case_B__VS__case_A,features_img,944,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g06_c03.jpg,24,both_correct,0.08794117718935013,0.012357911095023155,0.9960491061210632,0.06095104292035103,0.9981430172920227,0.2734454870223999,0.9624735116958618
case_B__VS__case_A,features_img,945,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g06_c04.jpg,24,both_correct,0.0729583203792572,0.009887704625725746,0.9972858428955078,0.04659610614180565,0.9989150762557983,0.20775951445102692,0.9783629775047302
case_B__VS__case_A,features_img,946,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g06_c05.jpg,24,both_correct,0.08683773130178452,0.010466318577528,0.9961674809455872,0.058856356889009476,0.9982685446739197,0.26888760924339294,0.9637179374694824
case_B__VS__case_A,features_img,947,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g07_c01.jpg,24,both_correct,0.08437774330377579,0.0115110008046031,0.996367335319519,0.05632009357213974,0.9984147548675537,0.2573370933532715,0.9667748212814331
case_B__VS__case_A,features_img,948,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g07_c02.jpg,24,both_correct,0.09341631084680557,0.009202520363032818,0.9955846667289734,0.06403250247240067,0.9979507327079773,0.2827591896057129,0.9598562717437744
case_B__VS__case_A,features_img,949,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g07_c03.jpg,24,both_correct,0.11461374908685684,0.01794993132352829,0.9932479858398438,0.08075334876775742,0.9967402219772339,0.34648847579956055,0.9395877718925476
case_B__VS__case_A,features_img,950,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Cutting_In_Kitchen/v_CuttingInKitchen_g07_c04.jpg,24,both_correct,0.08389553427696228,0.01119864359498024,0.9964116811752319,0.050080299377441406,0.9987479448318481,0.24630574882030487,0.9695640206336975
case_B__VS__case_A,features_img,951,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c01.jpg,25,both_correct,0.11084888875484467,0.025397010147571564,0.9935128092765808,0.06383034586906433,0.9979708194732666,0.23080994188785553,0.9732108116149902
case_B__VS__case_A,features_img,952,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c02.jpg,25,both_correct,0.10853807628154755,0.019135599955916405,0.9939081072807312,0.058391280472278595,0.9983034133911133,0.25648415088653564,0.9669250249862671
case_B__VS__case_A,features_img,953,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c03.jpg,25,both_correct,0.10136011987924576,0.024160142987966537,0.9945564270019531,0.08049061894416809,0.9967579245567322,0.2343420833349228,0.9724066257476807
case_B__VS__case_A,features_img,954,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c04.jpg,25,both_correct,0.11173157393932343,0.02749939076602459,0.9933578372001648,0.08827570825815201,0.9960998296737671,0.2542557716369629,0.9674830436706543
case_B__VS__case_A,features_img,955,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c05.jpg,25,both_correct,0.1134478896856308,0.024072041735053062,0.9932522773742676,0.08257793635129929,0.9965901374816895,0.2954317033290863,0.9560864567756653
case_B__VS__case_A,features_img,956,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c06.jpg,25,both_wrong,0.11984813213348389,0.028657983988523483,0.9923785924911499,0.07950874418020248,0.9968441724777222,0.2688825726509094,0.9636029601097107
case_B__VS__case_A,features_img,957,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g01_c07.jpg,25,both_correct,0.10457359254360199,0.019219860434532166,0.9943314790725708,0.08259344846010208,0.9965857863426208,0.2481294870376587,0.9690566062927246
case_B__VS__case_A,features_img,958,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c01.jpg,25,both_correct,0.1111297756433487,0.020768053829669952,0.9935890436172485,0.06477370858192444,0.9979093670845032,0.2615833580493927,0.9655870199203491
case_B__VS__case_A,features_img,959,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c02.jpg,25,both_correct,0.12873180210590363,0.025418810546398163,0.9913536310195923,0.08164513856172562,0.9966757893562317,0.3359648585319519,0.9431093335151672
case_B__VS__case_A,features_img,960,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c03.jpg,25,both_correct,0.12240657955408096,0.0244431309401989,0.9921789169311523,0.08470884710550308,0.9964147210121155,0.31421732902526855,0.9502755403518677
case_B__VS__case_A,features_img,961,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c04.jpg,25,both_correct,0.13031058013439178,0.031798847019672394,0.9909632802009583,0.08054226636886597,0.9967681169509888,0.2716948390007019,0.9627957344055176
case_B__VS__case_A,features_img,962,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c05.jpg,25,both_correct,0.11839444935321808,0.025522489100694656,0.9926385879516602,0.07893995195627213,0.9968885183334351,0.3024232089519501,0.95395827293396
case_B__VS__case_A,features_img,963,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c06.jpg,25,both_correct,0.12325143814086914,0.022010525688529015,0.9921314120292664,0.08489107340574265,0.9963992834091187,0.3526960015296936,0.9373407363891602
case_B__VS__case_A,features_img,964,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g02_c07.jpg,25,both_correct,0.1219349056482315,0.026065882295370102,0.9921959042549133,0.0964365005493164,0.9953441619873047,0.26120638847351074,0.9656479954719543
case_B__VS__case_A,features_img,965,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c01.jpg,25,both_correct,0.1035083532333374,0.022840755060315132,0.994366466999054,0.06082695722579956,0.9981556534767151,0.2354387491941452,0.9721432328224182
case_B__VS__case_A,features_img,966,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c02.jpg,25,both_correct,0.11041629314422607,0.02688545174896717,0.9935218095779419,0.10333113372325897,0.9946478009223938,0.3077353835105896,0.9523618817329407
case_B__VS__case_A,features_img,967,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c03.jpg,25,both_correct,0.09563431143760681,0.019300904124975204,0.9952294230461121,0.05963766202330589,0.9982245564460754,0.2310682088136673,0.9731872081756592
case_B__VS__case_A,features_img,968,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c04.jpg,25,both_correct,0.09949565678834915,0.023069240152835846,0.9947706460952759,0.07622764259576797,0.9970932006835938,0.24430392682552338,0.9700145721435547
case_B__VS__case_A,features_img,969,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c05.jpg,25,both_correct,0.08159279823303223,0.01138707622885704,0.9966007471084595,0.047374334186315536,0.9988797903060913,0.20898938179016113,0.9780930876731873
case_B__VS__case_A,features_img,970,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c06.jpg,25,both_correct,0.09540541470050812,0.024984771385788918,0.9951249957084656,0.048510391265153885,0.99882972240448,0.21817244589328766,0.9760958552360535
case_B__VS__case_A,features_img,971,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g03_c07.jpg,25,both_correct,0.0963229089975357,0.017345977947115898,0.9951990246772766,0.06339912116527557,0.9979921579360962,0.2301609367132187,0.9733968377113342
case_B__VS__case_A,features_img,972,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c01.jpg,25,both_correct,0.10999990999698639,0.02218151092529297,0.9936841726303101,0.0799170583486557,0.9968065023422241,0.2438989132642746,0.9700876474380493
case_B__VS__case_A,features_img,973,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c02.jpg,25,both_correct,0.11107480525970459,0.019911451265215874,0.9936124682426453,0.0676460862159729,0.9977177977561951,0.30017608404159546,0.954677939414978
case_B__VS__case_A,features_img,974,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c03.jpg,25,MMRL_correct_Bayes_wrong,0.11372371017932892,0.02328527346253395,0.9932395815849304,0.0804203450679779,0.9967674016952515,0.2574900686740875,0.9666467308998108
case_B__VS__case_A,features_img,975,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c04.jpg,25,both_correct,0.12459059804677963,0.029556000605225563,0.9917680025100708,0.0966656431555748,0.9953231811523438,0.29511553049087524,0.9561260938644409
case_B__VS__case_A,features_img,976,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c05.jpg,25,both_correct,0.10817549377679825,0.021186936646699905,0.9939060211181641,0.06051889434456825,0.9981762170791626,0.25972631573677063,0.9660829305648804
case_B__VS__case_A,features_img,977,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c06.jpg,25,both_correct,0.1501004993915558,0.03160810098052025,0.9881653785705566,0.11105610430240631,0.9938302636146545,0.33196303248405457,0.944311261177063
case_B__VS__case_A,features_img,978,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g04_c07.jpg,25,both_correct,0.11556170135736465,0.026279794052243233,0.9929525256156921,0.08251702785491943,0.9965962171554565,0.28724151849746704,0.9584782719612122
case_B__VS__case_A,features_img,979,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c01.jpg,25,both_correct,0.10318006575107574,0.01870938576757908,0.9944868087768555,0.08765850961208344,0.996151864528656,0.2767135500907898,0.961517870426178
case_B__VS__case_A,features_img,980,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c02.jpg,25,both_correct,0.10431227833032608,0.015789423137903214,0.994419276714325,0.08965019881725311,0.9959745407104492,0.3130774199962616,0.9507319927215576
case_B__VS__case_A,features_img,981,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c03.jpg,25,both_correct,0.10676274448633194,0.020456692203879356,0.9940740466117859,0.08867211639881134,0.9960628747940063,0.36366918683052063,0.933495819568634
case_B__VS__case_A,features_img,982,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c04.jpg,25,both_correct,0.09203489124774933,0.016403092071413994,0.9956205487251282,0.06516076624393463,0.9978773593902588,0.26660218834877014,0.964314877986908
case_B__VS__case_A,features_img,983,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c05.jpg,25,both_wrong,0.09983963519334793,0.013814871199429035,0.9949076771736145,0.0860278531908989,0.9962936639785767,0.25145313143730164,0.9682368636131287
case_B__VS__case_A,features_img,984,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g05_c06.jpg,25,both_correct,0.0991835966706276,0.011973000131547451,0.9949971437454224,0.07871685922145844,0.9968988299369812,0.25394055247306824,0.9676076173782349
case_B__VS__case_A,features_img,985,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c01.jpg,25,both_correct,0.09626150131225586,0.020603898912668228,0.9951428174972534,0.08158630132675171,0.9966675639152527,0.2545927166938782,0.9674450159072876
case_B__VS__case_A,features_img,986,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c02.jpg,25,both_correct,0.10229554027318954,0.021975712850689888,0.9945114254951477,0.07306397706270218,0.9973312616348267,0.2687152922153473,0.9637119770050049
case_B__VS__case_A,features_img,987,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c03.jpg,25,both_correct,0.11333741247653961,0.025644628331065178,0.9932254552841187,0.0809691995382309,0.9967228174209595,0.28004327416419983,0.9605435132980347
case_B__VS__case_A,features_img,988,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c04.jpg,25,both_correct,0.10904357582330704,0.02120569720864296,0.9938108325004578,0.08771882206201553,0.9961479902267456,0.27713093161582947,0.96137934923172
case_B__VS__case_A,features_img,989,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c05.jpg,25,both_correct,0.12089196592569351,0.027598051354289055,0.9922820329666138,0.09630287438631058,0.9953567981719971,0.2860422134399414,0.958801805973053
case_B__VS__case_A,features_img,990,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c06.jpg,25,both_correct,0.12006721645593643,0.030415387824177742,0.9922996759414673,0.08540147542953491,0.9963549971580505,0.30806562304496765,0.9522095322608948
case_B__VS__case_A,features_img,991,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g06_c07.jpg,25,both_correct,0.09487194567918777,0.01620204746723175,0.9953576326370239,0.07949163019657135,0.9968365430831909,0.2320399433374405,0.9729639887809753
case_B__VS__case_A,features_img,992,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g07_c01.jpg,25,both_correct,0.11953181028366089,0.03388037532567978,0.9922521710395813,0.07712525874376297,0.9970329403877258,0.2886623740196228,0.9580418467521667
case_B__VS__case_A,features_img,993,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g07_c02.jpg,25,both_correct,0.10519874095916748,0.019350705668330193,0.9942629933357239,0.06145885959267616,0.9981170296669006,0.2825033962726593,0.9598822593688965
case_B__VS__case_A,features_img,994,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Diving/v_Diving_g07_c03.jpg,25,both_correct,0.12499048560857773,0.022649850696325302,0.9918993711471558,0.10395286232233047,0.9945858716964722,0.3542642593383789,0.9367691278457642
