pair_name,sample_index,sample_id,label,MMRL_fusion_pred,Bayes_main_pred,Bayes_rep_pred,Bayes_fusion_pred,Bayes_fusion_correct,MMRL_fusion_correct,MMRL_vs_Bayes_fusion_changed,main_rep_conflict,main_fusion_conflict,rep_fusion_conflict,all_three_agree,Bayes_main_conf,Bayes_rep_conf,Bayes_fusion_conf,fusion_sample_agreement,fusion_num_unique_mc_preds,fusion_MI,fusion_variation_ratio
case_B__VS__case_A,434,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9997531175613403,0.9998798370361328,0.9998963475227356,1.0,1,1.3430486433207989e-05,0.0
case_B__VS__case_A,435,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9985059499740601,0.9999563097953796,0.9998487234115601,1.0,1,3.264262340962887e-05,0.0
case_B__VS__case_A,436,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9967836141586304,0.9826370477676392,0.9983571767807007,1.0,1,0.0004085628315806389,0.0
case_B__VS__case_A,437,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c05.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9897478222846985,0.990639865398407,0.9981206059455872,1.0,1,0.0003414936363697052,0.0
case_B__VS__case_A,438,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c06.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9964388608932495,0.9995384216308594,0.9993091821670532,1.0,1,0.0001526833511888981,0.0
case_B__VS__case_A,439,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g02_c07.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9985059499740601,0.9999563097953796,0.9998487234115601,1.0,1,3.264262340962887e-05,0.0
case_B__VS__case_A,440,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g03_c01.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9991347193717957,0.9998019933700562,0.9997458457946777,1.0,1,3.462517634034157e-05,0.0
case_B__VS__case_A,441,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g03_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9915315508842468,0.9861859083175659,0.9968416094779968,1.0,1,0.0005050897598266602,0.0
case_B__VS__case_A,442,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g03_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9990850687026978,0.9979681968688965,0.9997211694717407,1.0,1,5.6267017498612404e-05,0.0
case_B__VS__case_A,443,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g03_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9970251321792603,0.999890148639679,0.9994865655899048,1.0,1,7.336679846048355e-05,0.0
case_B__VS__case_A,444,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g03_c05.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9992181658744812,0.9999319911003113,0.9998846054077148,1.0,1,1.9138911738991737e-05,0.0
case_B__VS__case_A,445,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c01.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9973163604736328,0.9999005198478699,0.9996016621589661,1.0,1,6.853602826595306e-05,0.0
case_B__VS__case_A,446,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9970670938491821,0.9996965527534485,0.9993702173233032,1.0,1,8.217571303248405e-05,0.0
case_B__VS__case_A,447,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9950262308120728,0.9996601939201355,0.9995412826538086,1.0,1,0.00010721152648329735,0.0
case_B__VS__case_A,448,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9990450739860535,0.999599814414978,0.9997540712356567,1.0,1,3.857794217765331e-05,0.0
case_B__VS__case_A,449,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c05.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9982011914253235,0.9998360872268677,0.9995893239974976,1.0,1,5.650985985994339e-05,0.0
case_B__VS__case_A,450,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c06.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9985414743423462,0.9998716115951538,0.9995463490486145,1.0,1,5.027279257774353e-05,0.0
case_B__VS__case_A,451,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g04_c07.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9997634887695312,0.999966025352478,0.9999015927314758,1.0,1,1.3214070349931717e-05,0.0
case_B__VS__case_A,452,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c01.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9998995065689087,0.9998037219047546,0.9999375343322754,1.0,1,7.192138582468033e-06,0.0
case_B__VS__case_A,453,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9983847737312317,0.9999408721923828,0.9998051524162292,1.0,1,3.4921104088425636e-05,0.0
case_B__VS__case_A,454,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9825993776321411,0.9999621510505676,0.9991923570632935,1.0,1,0.00015646126121282578,0.0
case_B__VS__case_A,455,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9974172711372375,0.999895453453064,0.9996508359909058,1.0,1,7.414491847157478e-05,0.0
case_B__VS__case_A,456,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c05.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9936513900756836,0.9929748773574829,0.9959613680839539,1.0,1,0.000773988664150238,0.0
case_B__VS__case_A,457,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g05_c06.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9992688894271851,0.9999418258666992,0.9998776316642761,1.0,1,2.276746090501547e-05,0.0
case_B__VS__case_A,458,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g06_c01.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9995371699333191,0.9999550580978394,0.999894917011261,1.0,1,1.4829100109636784e-05,0.0
case_B__VS__case_A,459,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g06_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9997259378433228,0.9999820590019226,0.9999540448188782,1.0,1,6.333284545689821e-06,0.0
case_B__VS__case_A,460,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g06_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9999294281005859,0.999947726726532,0.9999645948410034,1.0,1,3.89872002415359e-06,0.0
case_B__VS__case_A,461,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g06_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9998953938484192,0.9999706149101257,0.9999591708183289,1.0,1,5.3934636525809765e-06,0.0
case_B__VS__case_A,462,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g06_c05.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.997573733329773,0.9998728632926941,0.9996163249015808,1.0,1,4.038517363369465e-05,0.0
case_B__VS__case_A,463,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g07_c01.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9993524551391602,0.9998184442520142,0.9998880624771118,1.0,1,1.400813926011324e-05,0.0
case_B__VS__case_A,464,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g07_c02.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9958903193473816,0.9998477101325989,0.9995514750480652,1.0,1,6.72261230647564e-05,0.0
case_B__VS__case_A,465,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g07_c03.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9989758729934692,0.9997771978378296,0.9997574687004089,1.0,1,3.3875228837132454e-05,0.0
case_B__VS__case_A,466,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Billiards/v_Billiards_g07_c04.jpg,11,11,11,11,11,True,True,False,False,False,False,True,0.9828943014144897,0.9986106157302856,0.9960075616836548,1.0,1,0.0006100572645664215,0.0
case_B__VS__case_A,467,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g01_c01.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9747427105903625,0.9949244260787964,0.9867785573005676,1.0,1,0.0017737075686454773,0.0
case_B__VS__case_A,468,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g01_c02.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9495025873184204,0.9963318109512329,0.980451762676239,1.0,1,0.0030144527554512024,0.0
case_B__VS__case_A,469,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g01_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9880078434944153,0.9855378866195679,0.9892180562019348,1.0,1,0.0019197985529899597,0.0
case_B__VS__case_A,470,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g01_c04.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.8488481640815735,0.9940751791000366,0.950912356376648,1.0,1,0.008049100637435913,0.0
case_B__VS__case_A,471,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g02_c01.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6600342988967896,0.5477187037467957,0.7215937376022339,0.95,2,0.07802355289459229,0.050000011920928955
case_B__VS__case_A,472,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g02_c02.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.99590003490448,0.9879223108291626,0.9968135952949524,1.0,1,0.000661458820104599,0.0
case_B__VS__case_A,473,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g02_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9855538606643677,0.982814610004425,0.9978200197219849,1.0,1,0.00041066668927669525,0.0
case_B__VS__case_A,474,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g02_c04.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9618147611618042,0.9963380694389343,0.9893454313278198,1.0,1,0.002424575388431549,0.0
case_B__VS__case_A,475,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g02_c05.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.8888397216796875,0.9570063352584839,0.9317584037780762,1.0,1,0.01043093204498291,0.0
case_B__VS__case_A,476,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g03_c01.jpg,12,12,12,19,12,True,True,False,True,False,True,False,0.8184785842895508,0.7068898677825928,0.5147498846054077,0.7,2,0.1241675615310669,0.30000001192092896
case_B__VS__case_A,477,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g03_c02.jpg,12,12,12,42,74,False,True,True,True,True,True,False,0.6478757858276367,0.5609244108200073,0.4902285635471344,0.7,3,0.12820959091186523,0.30000001192092896
case_B__VS__case_A,478,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g03_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9994592666625977,0.9987975358963013,0.9995002746582031,1.0,1,0.00011431984603404999,0.0
case_B__VS__case_A,479,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g03_c04.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9923696517944336,0.9716024398803711,0.9907383918762207,1.0,1,0.0020574964582920074,0.0
case_B__VS__case_A,480,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g03_c05.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9530869722366333,0.9562668800354004,0.9598642587661743,1.0,1,0.007759228348731995,0.0
case_B__VS__case_A,481,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g04_c01.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6625872850418091,0.876721203327179,0.7965306043624878,1.0,1,0.025755345821380615,0.0
case_B__VS__case_A,482,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g04_c02.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9031811952590942,0.9548884630203247,0.9683642387390137,1.0,1,0.005693778395652771,0.0
case_B__VS__case_A,483,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g04_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9002283811569214,0.891888439655304,0.925000786781311,1.0,1,0.016559571027755737,0.0
case_B__VS__case_A,484,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g04_c04.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6083359718322754,0.9535196423530579,0.9542475938796997,1.0,1,0.007799893617630005,0.0
case_B__VS__case_A,485,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g04_c05.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9741215705871582,0.9958082437515259,0.990517258644104,1.0,1,0.0014076493680477142,0.0
case_B__VS__case_A,486,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g05_c01.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.8644758462905884,0.5632857084274292,0.7958610653877258,1.0,1,0.024598389863967896,0.0
case_B__VS__case_A,487,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g05_c02.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6844229698181152,0.9606114625930786,0.8688249588012695,1.0,1,0.032441139221191406,0.0
case_B__VS__case_A,488,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g05_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.9255999326705933,0.9996506571769714,0.9900569915771484,1.0,1,0.0011233501136302948,0.0
case_B__VS__case_A,489,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g05_c04.jpg,12,12,12,17,12,True,True,False,True,False,True,False,0.6369154453277588,0.32948094606399536,0.5202922821044922,1.0,1,0.11170148849487305,0.0
case_B__VS__case_A,490,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g05_c05.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6771707534790039,0.7115234136581421,0.7053097486495972,1.0,1,0.03284943103790283,0.0
case_B__VS__case_A,491,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c01.jpg,12,12,12,33,12,True,True,False,True,False,True,False,0.6568630337715149,0.5041581988334656,0.6082452535629272,0.85,2,0.025608539581298828,0.1499999761581421
case_B__VS__case_A,492,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c02.jpg,12,33,33,33,33,False,False,False,False,False,False,True,0.6519270539283752,0.6343485116958618,0.6546290516853333,0.85,2,0.03552103042602539,0.1499999761581421
case_B__VS__case_A,493,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c03.jpg,12,33,33,33,33,False,False,False,False,False,False,True,0.9166730046272278,0.8981282114982605,0.9389133453369141,1.0,1,0.01014775037765503,0.0
case_B__VS__case_A,494,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c04.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6912587881088257,0.6102935671806335,0.6791096329689026,0.9,2,0.022743046283721924,0.10000002384185791
case_B__VS__case_A,495,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c05.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.6889201402664185,0.8960468173027039,0.7952389717102051,1.0,1,0.019699037075042725,0.0
case_B__VS__case_A,496,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c06.jpg,12,33,33,12,33,False,False,False,True,False,True,False,0.6675647497177124,0.6961359977722168,0.694513201713562,0.95,2,0.045278847217559814,0.050000011920928955
case_B__VS__case_A,497,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g06_c07.jpg,12,12,33,12,33,False,True,True,True,False,True,False,0.8293975591659546,0.9559267163276672,0.5586346387863159,0.75,2,0.046198904514312744,0.25
case_B__VS__case_A,498,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c01.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.5709589123725891,0.9529593586921692,0.780542254447937,1.0,1,0.02757161855697632,0.0
case_B__VS__case_A,499,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c02.jpg,12,12,33,12,33,False,True,True,True,False,True,False,0.7390552759170532,0.8966237902641296,0.49978524446487427,0.5,2,0.02619302272796631,0.5
case_B__VS__case_A,500,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c03.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.5264331698417664,0.5733684301376343,0.5982131958007812,0.9,2,0.021004796028137207,0.10000002384185791
case_B__VS__case_A,501,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c04.jpg,12,12,33,12,12,True,True,False,True,True,False,False,0.6146466135978699,0.9030205011367798,0.620134711265564,0.85,2,0.017293989658355713,0.1499999761581421
case_B__VS__case_A,502,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c05.jpg,12,12,33,12,12,True,True,False,True,True,False,False,0.4365340769290924,0.9439737200737,0.6835448145866394,1.0,1,0.020712971687316895,0.0
case_B__VS__case_A,503,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c06.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.8689406514167786,0.9718244671821594,0.9321646690368652,1.0,1,0.005455121397972107,0.0
case_B__VS__case_A,504,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blow_Dry_Hair/v_BlowDryHair_g07_c07.jpg,12,12,12,12,12,True,True,False,False,False,False,True,0.4495108127593994,0.962654709815979,0.7553521394729614,1.0,1,0.02095043659210205,0.0
case_B__VS__case_A,505,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g01_c01.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.999940037727356,0.9999982714653015,0.9999908208847046,1.0,1,1.9506842363625765e-06,0.0
case_B__VS__case_A,506,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g01_c02.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9991941452026367,0.9999839663505554,0.9999181032180786,1.0,1,3.422715235501528e-05,0.0
case_B__VS__case_A,507,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g01_c03.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999820590019226,0.9999995231628418,0.9999983906745911,1.0,1,2.821398084051907e-07,0.0
case_B__VS__case_A,508,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g01_c04.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999526739120483,0.9999998211860657,0.9999969601631165,1.0,1,6.553927960339934e-07,0.0
case_B__VS__case_A,509,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g02_c01.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9975457191467285,0.9964405298233032,0.9991386532783508,1.0,1,0.0002482989802956581,0.0
case_B__VS__case_A,510,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g02_c02.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9987225532531738,0.9969805479049683,0.9995076060295105,1.0,1,0.00015353597700595856,0.0
case_B__VS__case_A,511,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g02_c03.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9982690811157227,0.9999701380729675,0.999847412109375,1.0,1,3.874371759593487e-05,0.0
case_B__VS__case_A,512,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g02_c04.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999693632125854,0.9999861717224121,0.9999887347221375,1.0,1,3.026434569619596e-06,0.0
case_B__VS__case_A,513,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g03_c01.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9998251795768738,0.9999955892562866,0.9999901056289673,1.0,1,3.942870534956455e-06,0.0
case_B__VS__case_A,514,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g03_c02.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9996553659439087,0.999992847442627,0.9999723434448242,1.0,1,9.127892553806305e-06,0.0
case_B__VS__case_A,515,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g03_c03.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9923108220100403,0.995289146900177,0.9978190660476685,1.0,1,0.0012926403433084488,0.0
case_B__VS__case_A,516,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g03_c04.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999086260795593,0.999954104423523,0.9999723434448242,1.0,1,1.0950752766802907e-05,0.0
case_B__VS__case_A,517,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g04_c01.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9996615648269653,0.9995840191841125,0.9998911023139954,1.0,1,2.1121115423738956e-05,0.0
case_B__VS__case_A,518,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g04_c02.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999248385429382,0.9995980262756348,0.9999642372131348,1.0,1,8.61604348756373e-06,0.0
case_B__VS__case_A,519,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g04_c03.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.999625027179718,0.9996978640556335,0.999914288520813,1.0,1,2.555549144744873e-05,0.0
case_B__VS__case_A,520,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g04_c04.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999135732650757,0.99956876039505,0.999951958656311,1.0,1,1.2008997146040201e-05,0.0
case_B__VS__case_A,521,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g04_c05.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9998847246170044,0.9993557929992676,0.9999529719352722,1.0,1,1.3354001566767693e-05,0.0
case_B__VS__case_A,522,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g05_c01.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.999920666217804,0.9999865293502808,0.9999939203262329,1.0,1,1.4114848454482853e-06,0.0
case_B__VS__case_A,523,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g05_c02.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999426603317261,0.9997862577438354,0.999991238117218,1.0,1,1.8594146240502596e-06,0.0
case_B__VS__case_A,524,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g05_c03.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9996650815010071,0.9999686479568481,0.9999822378158569,1.0,1,3.220804501324892e-06,0.0
case_B__VS__case_A,525,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Blowing_Candles/v_BlowingCandles_g05_c04.jpg,13,13,13,13,13,True,True,False,False,False,False,True,0.9999129176139832,0.9999907612800598,0.9999923706054688,1.0,1,1.5972254914231598e-06,0.0
